region_id,sheet_number,sheet_name,scope,bid_item,subheading,text,text_frequency,frequency_flag,ocr_hints,llm_region_type,llm_identified_content,llm_association_strength,llm_direct_bid_item_evidence,final_validation,llm_confidence,llm_reason,needs_manual_review,medium_path,local_path,locator_path
region_002560,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002560.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002560.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002560.png
region_002561,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002561.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002561.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002561.png
region_002562,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002562.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002562.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002562.png
region_002563,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002563.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002563.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002563.png
region_002564,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002564.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002564.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002564.png
region_002565,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002565.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002565.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002565.png
region_002566,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002566.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002566.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002566.png
region_002567,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002567.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002567.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002567.png
region_002568,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002568.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002568.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002568.png
region_002569,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002569.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002569.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002569.png
region_002570,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002570.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002570.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002570.png
region_002571,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002571.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002571.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002571.png
region_002572,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002572.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002572.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002572.png
region_002573,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002573.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002573.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002573.png
region_002574,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Pd,93,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002574.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002574.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002574.png
region_002575,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002575.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002575.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002575.png
region_002576,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002576.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002576.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002576.png
region_002577,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002577.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002577.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002577.png
region_002578,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002578.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002578.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002578.png
region_002579,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002579.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002579.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002579.png
region_002580,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002580.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002580.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002580.png
region_002581,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Bl,130,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002581.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002581.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002581.png
region_002582,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002582.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002582.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002582.png
region_002583,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002583.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002583.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002583.png
region_002584,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002584.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002584.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002584.png
region_002585,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002585.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002585.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002585.png
region_002586,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002586.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002586.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002586.png
region_002587,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002587.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002587.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002587.png
region_002588,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002588.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002588.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002588.png
region_002589,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Td,94,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002589.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002589.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002589.png
region_002590,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002590.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002590.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002590.png
region_002591,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002591.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002591.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002591.png
region_002592,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002592.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002592.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002592.png
region_002593,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002593.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002593.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002593.png
region_002594,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002594.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002594.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002594.png
region_002595,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002595.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002595.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002595.png
region_002596,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002596.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002596.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002596.png
region_002597,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002597.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002597.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002597.png
region_002598,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002598.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002598.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002598.png
region_002599,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002599.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002599.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002599.png
region_002600,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002600.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002600.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002600.png
region_002601,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002601.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002601.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002601.png
region_002602,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002602.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002602.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002602.png
region_002603,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002603.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002603.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002603.png
region_002604,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002604.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002604.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002604.png
region_002605,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002605.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002605.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002605.png
region_002606,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002606.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002606.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002606.png
region_002607,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002607.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002607.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002607.png
region_002608,LP101,Planting Plan (wt7),Landscaping,Furnish & Install Shrubs,Trees & Shrubs,Hr,196,True,"[""SHORT_TAG""]",,,,,NOT_PROCESSED,,,True,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/medium/region_002608.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/local/region_002608.png,/Users/udaykumarreddy/Documents/Wire/audit_output/crops/locator/region_002608.png
