region_id,sheet_number,bid_item,text,llm_region_type,llm_association_strength,final_validation,llm_confidence,llm_reason
region_001739,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001740,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001741,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001742,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001743,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001744,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001745,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001746,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001747,CU320,Furnish & Install 2-Inch Water Pipe and Service Connections,2''W,,,NOT_PROCESSED,,
region_001748,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001749,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001750,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001751,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001752,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001753,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,8''SS,,,NOT_PROCESSED,,
region_001754,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001755,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001756,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001757,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001758,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001759,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001760,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001761,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001762,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001763,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,8''SS,,,NOT_PROCESSED,,
region_001764,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001765,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001766,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001767,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001768,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001769,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001770,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001771,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001772,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001773,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001774,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001775,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001776,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001777,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001778,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001779,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001780,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001781,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001782,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001783,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001784,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,> 8''SS,,,NOT_PROCESSED,,
region_001785,CU320,Furnish & Install 8-Inch Sanitary Sewer Pipe,"NEW 8"" SEWER STA:10+12.45 INV:4763.93",,,NOT_PROCESSED,,
region_001786,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001787,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001788,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001789,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001790,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001791,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001792,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001793,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001794,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001795,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001796,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001797,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001798,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001799,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001800,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001801,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001802,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001803,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001804,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001805,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001806,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001807,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001808,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001809,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001810,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001811,CU320,Furnish & Install 6-Inch Sanitary Sewer Pipe,6''SS,,,NOT_PROCESSED,,
region_001812,CU320,Furnish & Install General Sanitary Sewer Pipe and Laterals,SS,,,NOT_PROCESSED,,
region_001813,CU320,Furnish & Install Core Drilling for New Pipe Connections,"7. REFER TO NOTES FOR WYE FITTINGS ON PIPE 8"" OR LARGER THAN 8"" ON CU300.",,,NOT_PROCESSED,,
region_001814,CU320,Furnish & Install Trench Drains and Drain Structures,"12. THE 15"" LINE ROUTES THROUGH OVERFLOW BOX-1 DOWN STREAM ON THE ORIFICE PLATE WALL. REFER TO NOTES ON THE DETAIL ON SHEET C102..",,,NOT_PROCESSED,,
region_001815,CU320,Furnish & Install Pipe Connection Accessories,13. REFER TO NOTES ON CU300 FOR TRENCH DRAIN REQUIREMENTS. CONNECT TRENCH DRAINS TO STORM DRAIN SYSTEM AS SHOWN ON PLAN AND PROFILE SHEETS.,,,NOT_PROCESSED,,
region_001816,CU320,Furnish & Install Relocation and Adjustment of Existing Utilities,"4. REFER TO NOTES ON CU300 FOR GENERAL UTILITY NOTES, TYP.",,,NOT_PROCESSED,,
region_001817,CU320,"Furnish & Install Phased Installation, Coordination, and Layout",15. SD-2 AND SD-9 STORM DRAIN LINES MUST BE COMPLETED PRIOR TO ANY DEMO BEING COMPLETED ON THE STORM DRAIN LINES SERVICING AREAS NORTH OF THE SITE. ALL OTHER STORM LINES MAY BE COMPLETED WITH OTHER PHASE 1 UTILITY CONSTRUCTION.,,,NOT_PROCESSED,,
region_001818,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001819,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001820,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001821,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001822,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001823,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001824,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001825,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001826,CU320,Furnish & Install Electrical Manholes,EM,,,NOT_PROCESSED,,
region_001827,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001828,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001829,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001830,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001831,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001832,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001833,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001834,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001835,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001836,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001837,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001838,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001839,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001840,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001841,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001842,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001843,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001844,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001845,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001846,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001847,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001848,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001849,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001850,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001851,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001852,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001853,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001854,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001855,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001856,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001857,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001858,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001859,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001860,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001861,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001862,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001863,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001864,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001865,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001866,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001867,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001868,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001869,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001870,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001871,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001872,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001873,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001874,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001875,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001876,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001877,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001878,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001879,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001880,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001881,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001882,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001883,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001884,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001885,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001886,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001887,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001888,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001889,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001890,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001891,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001892,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001893,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001894,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001895,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001896,CU320,Furnish & Install Electrical Pull Boxes,PB,,,NOT_PROCESSED,,
region_001897,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001898,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001899,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001900,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001901,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001902,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001903,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001904,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001905,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001906,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001907,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001908,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001909,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001910,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001911,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001912,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001913,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001914,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001915,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001916,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001917,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001918,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001919,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001920,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001921,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001922,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001923,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001924,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001925,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001926,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001927,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001928,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001929,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001930,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001931,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001932,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001933,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001934,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001935,CU320,Furnish & Install Optical Fiber Cabling,FO,,,NOT_PROCESSED,,
region_001936,CU320,Furnish & Install Concrete Wall Footings,1. REFER TO SHEET CU300 FOR DETAIL REFERENCES FOR EACH DRAINAGE STRUCTURE. ONLY MAIN LINES ARE PROFILED. SLOPE AND STRUCTURE INVERTS ARE PROVIDED FOR ALL PIPE SECTIONS THAT ARE NOT PROFILED ON THE STORM DRAIN PLAN AND PROFILE SHEETS. STEP WALL FOOTING PER NOTES ON CU300 FOR STORM DRAIN LINES.,,,NOT_PROCESSED,,
region_001937,CU320,Furnish & Install Concrete Wall Footings,"5. POT HOLE ALL EXISTING UTILITY CROSSINGS FOR NEW STORM DRAIN SEWER LINES,  LOWER OR RAISE COMMUNICATIONS, ELECTRICAL, OR GAS LINES TO PROVIDE PROPER VERTICAL ALIGNMENT FOR THE GRAVITY LINES.  LOWER EXISTING OR NEW WATER LINES WHERE CONFLICTS OCCUR WITH DRAIN LINES OR OTHER EXISTING UTILITIES. WHERE CROSSING OF THE EXISTING UTILITY TUNNEL OCCURS, POTHOLE TUNNEL TO INSURE PIPING CLEARS TUNNEL STRUCTURE 12"" MINIMUM.",,,NOT_PROCESSED,,
region_001938,CG452,Furnish & Install Site Grading,FF=81.50,,,NOT_PROCESSED,,
region_001939,CG452,Furnish & Install Site Grading,FF=75.00,,,NOT_PROCESSED,,
region_001940,CG452,Furnish & Install Site Grading,FF=81.00,,,NOT_PROCESSED,,
region_001941,CG452,Furnish & Install Site Grading,FF=78.25,,,NOT_PROCESSED,,
region_001942,CG452,Furnish & Install Site Grading,FF=72.50,,,NOT_PROCESSED,,
region_001943,CG452,Furnish & Install Site Grading,FF=76.00,,,NOT_PROCESSED,,
region_001944,CG452,Furnish & Install Site Grading,FF=71.00,,,NOT_PROCESSED,,
region_001945,CG452,Furnish & Install Site Grading,FF=69.00,,,NOT_PROCESSED,,
region_001946,CG452,Furnish & Install Site Grading,FF=67.00,,,NOT_PROCESSED,,
region_001947,CG452,Furnish & Install Site Grading,FF=66.50,,,NOT_PROCESSED,,
region_001948,CG452,Furnish & Install Site Grading,FF=67.00,,,NOT_PROCESSED,,
region_001949,CG452,Furnish & Install Site Grading,FF=66.50,,,NOT_PROCESSED,,
region_001950,CG452,Provide sediment control and basin maintenance during construction,1. SEDIMENT WILL NOT BE ALLOWED INTO RETENTION BASIN DURING CONSTRUCTION AND DURING LANDSCAPE STABILIZATION OF SOILS. CONTRACTOR WILL BE REQUIRED TO CLEAN OR REPLACE RETENTION BASINS THAT ARE NOT MAINTAINED FREE OF SEDIMENT DURING CONSTRUCTION AND DURING ESTABLISHMENT OF ALL LANDSCAPED AREAS.,,,NOT_PROCESSED,,
region_001951,CG452,Furnish & Install — ADA Compliant Site Features,ADA,,,NOT_PROCESSED,,
region_001952,CG452,Furnish & Install — ADA Compliant Site Features,ADA,,,NOT_PROCESSED,,
region_001953,CG452,Furnish & Install — ADA Compliant Site Features,ADA,,,NOT_PROCESSED,,
region_001954,CG452,Furnish & Install — ADA Compliant Site Features,ADA,,,NOT_PROCESSED,,
region_001955,CG452,Furnish & Install — ADA Compliant Site Features,ADA,,,NOT_PROCESSED,,
region_001956,CG452,Furnish & Install — ADA Compliant Site Features,ADA,,,NOT_PROCESSED,,
region_001957,CG452,Furnish & Install — ADA Compliant Site Features,ADA,,,NOT_PROCESSED,,
region_001958,CG452,Refer to the Site Improvements schedules,Wqv (Water Quality Volume),,,NOT_PROCESSED,,
region_001959,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001960,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001961,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001962,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001963,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001964,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001965,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001966,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001967,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001968,CG452,Furnish & Install Irrigation System Components,IRR,,,NOT_PROCESSED,,
region_001969,CG452,Furnish & Install Underground Detention and Retention Systems,BASIN 1,,,NOT_PROCESSED,,
region_001970,CG452,Furnish & Install Underground Detention and Retention Systems,"REQUIRED DETENTION: 1,436 CF PROVIDED DETENTION: 1,848 CF PROVIDED RETENTION: 550± CF HIGHWATER ELEVATION: 4,779' BOTTOM OF STONE: 4,775' PARTIAL DETENTION 0.50 CFS/ACRE APPROXIMATELY 60% DETENTION",,,NOT_PROCESSED,,
